Sample_ID,F1,F2,F3,F4,F5,F6,F7,F8,Fruit,Organic
Tomato_Org_144,0.683313,0.465717,0.379922,0.407442,0.483332,0.530934,0.5229,0.466634,Tomato,Organic
Banana_NonOrg_186,0.730444,0.77233,0.808926,0.85768,0.780997,0.720339,0.656434,0.649101,Banana,Non-Organic
Apple_NonOrg_079,0.441873,0.533674,0.54139,0.588267,0.516545,0.446622,0.38994,0.369655,Apple,Non-Organic
Banana_NonOrg_027,0.735788,0.800168,0.853086,0.859732,0.861411,0.742156,0.702569,0.63157,Banana,Non-Organic
Banana_Org_065,0.678423,0.815409,0.84481,0.857846,0.78919,0.804499,0.673125,0.612945,Banana,Organic
Apple_Org_115,0.448925,0.538372,0.612835,0.638454,0.560421,0.491979,0.452239,0.416653,Apple,Organic
Apple_Org_198,0.487922,0.563574,0.612302,0.671069,0.595458,0.49217,0.425037,0.41168,Apple,Organic
Tomato_Org_014,0.666202,0.413103,0.380114,0.439452,0.462148,0.584856,0.485676,0.484942,Tomato,Organic
Tomato_Org_051,0.736418,0.44276,0.330134,0.364599,0.466395,0.556804,0.533996,0.475812,Tomato,Organic
Apple_Org_153,0.470869,0.54623,0.609437,0.622704,0.606013,0.483128,0.456846,0.399888,Apple,Organic
Banana_NonOrg_136,0.72308,0.828829,0.823134,0.825712,0.851963,0.738364,0.682782,0.583401,Banana,Non-Organic
Tomato_Org_011,0.738426,0.437003,0.373461,0.367657,0.424029,0.556447,0.465648,0.433944,Tomato,Organic
Apple_Org_018,0.456173,0.55369,0.617961,0.648548,0.576789,0.501704,0.45085,0.383083,Apple,Organic
Banana_Org_086,0.72313,0.818071,0.855976,0.881709,0.862434,0.782286,0.709372,0.628061,Banana,Organic
Banana_Org_050,0.74669,0.771,0.871923,0.879661,0.793555,0.785141,0.685708,0.625242,Banana,Organic
Apple_NonOrg_057,0.461951,0.505025,0.562772,0.615995,0.562028,0.499799,0.411548,0.351919,Apple,Non-Organic
Banana_NonOrg_081,0.722148,0.785503,0.784334,0.808568,0.827834,0.749965,0.679118,0.608886,Banana,Non-Organic
Apple_NonOrg_116,0.458412,0.531118,0.564661,0.593142,0.579149,0.480461,0.423724,0.398019,Apple,Non-Organic
Apple_Org_166,0.459256,0.553675,0.579329,0.636678,0.522534,0.473532,0.41951,0.424489,Apple,Organic
Apple_NonOrg_028,0.435451,0.519536,0.578238,0.592889,0.531901,0.47628,0.407413,0.362883,Apple,Non-Organic
Apple_Org_189,0.499166,0.535215,0.602729,0.704138,0.556317,0.519036,0.438495,0.379629,Apple,Organic
Apple_Org_106,0.464029,0.507082,0.590096,0.643178,0.579509,0.450527,0.409804,0.418825,Apple,Organic
Banana_NonOrg_194,0.742807,0.755046,0.842487,0.845485,0.796262,0.783838,0.698823,0.617892,Banana,Non-Organic
Apple_Org_199,0.490221,0.595834,0.604133,0.614344,0.598226,0.466344,0.466264,0.421692,Apple,Organic
Banana_Org_137,0.710223,0.836798,0.822733,0.899506,0.837536,0.752614,0.718947,0.68395,Banana,Organic
Banana_NonOrg_096,0.720941,0.805061,0.809299,0.837028,0.760636,0.74941,0.704034,0.634642,Banana,Non-Organic
Tomato_NonOrg_020,0.70219,0.416798,0.355948,0.360714,0.452598,0.527978,0.482196,0.456683,Tomato,Non-Organic
Apple_Org_181,0.460963,0.538933,0.609708,0.596116,0.551111,0.476118,0.448092,0.383825,Apple,Organic
Tomato_Org_054,0.679326,0.457471,0.387556,0.43968,0.459381,0.569077,0.491047,0.413189,Tomato,Organic
Tomato_Org_162,0.68619,0.441243,0.336803,0.38913,0.498272,0.546031,0.471385,0.468531,Tomato,Organic
Banana_Org_073,0.703483,0.770188,0.808076,0.916476,0.849437,0.730184,0.674012,0.600743,Banana,Organic
Tomato_NonOrg_108,0.667288,0.424885,0.364867,0.365951,0.420193,0.522925,0.484962,0.445514,Tomato,Non-Organic
Apple_Org_146,0.432488,0.535706,0.607223,0.654112,0.611235,0.491874,0.431364,0.417687,Apple,Organic
Tomato_NonOrg_191,0.668515,0.413852,0.363492,0.410104,0.426618,0.513743,0.506913,0.433846,Tomato,Non-Organic
Banana_NonOrg_165,0.698817,0.784876,0.79394,0.873655,0.799103,0.748842,0.672479,0.655253,Banana,Non-Organic
Tomato_NonOrg_148,0.676311,0.445794,0.342974,0.32215,0.460776,0.48686,0.488013,0.420639,Tomato,Non-Organic
Tomato_Org_061,0.788137,0.393769,0.375364,0.418496,0.507477,0.562633,0.517039,0.473564,Tomato,Organic
Apple_Org_041,0.482261,0.56363,0.613795,0.63769,0.575891,0.556455,0.473573,0.38847,Apple,Organic
Banana_Org_128,0.739881,0.845554,0.859119,0.862909,0.821438,0.774736,0.680554,0.625677,Banana,Organic
Banana_Org_127,0.750241,0.761278,0.851967,0.869728,0.809159,0.753863,0.721289,0.637665,Banana,Organic
Apple_Org_161,0.470347,0.498328,0.59724,0.641806,0.567949,0.496072,0.441275,0.376923,Apple,Organic
Tomato_NonOrg_179,0.636295,0.429935,0.362411,0.422295,0.451326,0.508812,0.451706,0.387839,Tomato,Non-Organic
Apple_Org_071,0.452756,0.528106,0.586804,0.618054,0.574358,0.478752,0.431443,0.453033,Apple,Organic
Apple_NonOrg_172,0.460597,0.527925,0.593346,0.635847,0.552093,0.507691,0.419534,0.427954,Apple,Non-Organic
Apple_NonOrg_114,0.454832,0.525626,0.590232,0.586032,0.558793,0.487005,0.350373,0.432521,Apple,Non-Organic
Apple_NonOrg_174,0.444923,0.511871,0.615983,0.628352,0.564503,0.433569,0.387307,0.381765,Apple,Non-Organic
Banana_Org_112,0.76898,0.773446,0.858473,0.88575,0.82534,0.767263,0.682422,0.614478,Banana,Organic
Banana_NonOrg_090,0.716817,0.818985,0.812957,0.80918,0.794366,0.733995,0.664214,0.6049,Banana,Non-Organic
Apple_NonOrg_105,0.452644,0.559812,0.596105,0.615586,0.541006,0.480277,0.375155,0.408248,Apple,Non-Organic
Apple_NonOrg_039,0.452137,0.529626,0.575212,0.614625,0.582059,0.486383,0.466157,0.37574,Apple,Non-Organic
Tomato_NonOrg_078,0.662957,0.395647,0.327613,0.3882,0.449708,0.480035,0.540443,0.414771,Tomato,Non-Organic
Apple_Org_121,0.491808,0.536153,0.654976,0.654085,0.543769,0.495322,0.435596,0.406333,Apple,Organic
Tomato_NonOrg_137,0.649285,0.392811,0.342479,0.38994,0.476838,0.486327,0.460445,0.433549,Tomato,Non-Organic
Apple_Org_173,0.509328,0.535172,0.623004,0.606984,0.565713,0.491228,0.447434,0.393274,Apple,Organic
Tomato_Org_008,0.689424,0.435897,0.357658,0.458955,0.466791,0.560342,0.492783,0.496631,Tomato,Organic
Tomato_NonOrg_025,0.712375,0.432014,0.324142,0.380329,0.416389,0.53589,0.484444,0.46606,Tomato,Non-Organic
Tomato_Org_160,0.673439,0.471622,0.319731,0.358861,0.493067,0.538533,0.484984,0.399231,Tomato,Organic
Banana_NonOrg_174,0.777181,0.799786,0.807455,0.823506,0.765162,0.752693,0.703445,0.634432,Banana,Non-Organic
Banana_Org_122,0.726436,0.784716,0.873431,0.892008,0.826653,0.772118,0.654784,0.668889,Banana,Organic
Banana_Org_062,0.705786,0.783291,0.858589,0.884568,0.856124,0.770006,0.658211,0.624845,Banana,Organic
Apple_Org_163,0.46723,0.555755,0.591905,0.660923,0.545095,0.53845,0.463699,0.375852,Apple,Organic
Apple_NonOrg_159,0.452161,0.534593,0.59256,0.618597,0.549944,0.508935,0.38229,0.367975,Apple,Non-Organic
Tomato_NonOrg_122,0.677684,0.41423,0.364055,0.401012,0.47027,0.52099,0.482664,0.42878,Tomato,Non-Organic
Banana_NonOrg_141,0.710573,0.723863,0.834653,0.793135,0.794134,0.734511,0.694921,0.623041,Banana,Non-Organic
Tomato_Org_199,0.72304,0.428418,0.408116,0.447394,0.479688,0.583261,0.529869,0.470712,Tomato,Organic
Banana_NonOrg_024,0.703907,0.773118,0.790146,0.830399,0.808956,0.743336,0.655082,0.654973,Banana,Non-Organic
Banana_NonOrg_077,0.660647,0.809842,0.838388,0.798923,0.827575,0.755036,0.693884,0.611882,Banana,Non-Organic
Apple_NonOrg_101,0.429413,0.557903,0.590162,0.613614,0.603197,0.448105,0.385066,0.372471,Apple,Non-Organic
Tomato_Org_140,0.684328,0.445658,0.400657,0.409542,0.478581,0.529949,0.502368,0.43096,Tomato,Organic
Banana_Org_107,0.766375,0.804196,0.811122,0.925975,0.825987,0.758479,0.702406,0.610779,Banana,Organic
Apple_Org_046,0.49512,0.514883,0.622015,0.632732,0.571362,0.496995,0.415043,0.433349,Apple,Organic
Apple_NonOrg_119,0.44091,0.468072,0.523627,0.593792,0.52704,0.501287,0.381453,0.325372,Apple,Non-Organic
Banana_NonOrg_086,0.692742,0.741786,0.790895,0.878562,0.790599,0.78219,0.666128,0.645173,Banana,Non-Organic
Apple_Org_104,0.484665,0.61283,0.582299,0.621664,0.545403,0.484306,0.433595,0.395073,Apple,Organic
Banana_Org_033,0.752514,0.770991,0.843182,0.92628,0.81883,0.78389,0.686288,0.605994,Banana,Organic
Apple_NonOrg_013,0.484678,0.528653,0.552226,0.627381,0.544657,0.46603,0.41446,0.379648,Apple,Non-Organic
Apple_NonOrg_033,0.490155,0.495345,0.58535,0.62224,0.513088,0.49433,0.435398,0.432049,Apple,Non-Organic
Tomato_Org_165,0.693866,0.477611,0.373685,0.443769,0.452163,0.537856,0.522238,0.465738,Tomato,Organic
Tomato_Org_095,0.716944,0.442699,0.334553,0.37877,0.489191,0.573554,0.501423,0.467125,Tomato,Organic
Banana_Org_001,0.751284,0.83613,0.858268,0.905051,0.799106,0.802293,0.680589,0.631773,Banana,Organic
Apple_NonOrg_050,0.438066,0.545807,0.597774,0.604349,0.523752,0.466332,0.40521,0.382725,Apple,Non-Organic
Tomato_Org_164,0.687963,0.448707,0.402369,0.437899,0.433406,0.487665,0.529663,0.486347,Tomato,Organic
Apple_NonOrg_107,0.465579,0.503724,0.575643,0.617398,0.571317,0.509872,0.422862,0.375319,Apple,Non-Organic
Tomato_Org_101,0.717524,0.455891,0.354675,0.346274,0.514029,0.57237,0.508861,0.45898,Tomato,Organic
Tomato_Org_197,0.719687,0.421784,0.338632,0.380646,0.494098,0.538004,0.527601,0.405566,Tomato,Organic
Tomato_Org_136,0.666052,0.485745,0.373183,0.423366,0.466278,0.57972,0.541466,0.461316,Tomato,Organic
Apple_Org_007,0.493836,0.552829,0.609287,0.642544,0.52354,0.480379,0.440065,0.430003,Apple,Organic
Tomato_NonOrg_044,0.677068,0.383491,0.392624,0.412368,0.424816,0.545198,0.450244,0.455674,Tomato,Non-Organic
Banana_Org_031,0.733315,0.777764,0.792926,0.868622,0.84112,0.759897,0.670143,0.61983,Banana,Organic
Apple_Org_194,0.449602,0.537966,0.64773,0.621102,0.556183,0.502957,0.415435,0.38607,Apple,Organic
Banana_NonOrg_117,0.769341,0.786732,0.835969,0.823621,0.783917,0.725326,0.685114,0.620959,Banana,Non-Organic
Apple_NonOrg_102,0.462601,0.523802,0.547382,0.58305,0.550531,0.466495,0.394114,0.407658,Apple,Non-Organic
Apple_NonOrg_145,0.43597,0.542432,0.578,0.620571,0.544017,0.475861,0.391219,0.356786,Apple,Non-Organic
Tomato_NonOrg_011,0.66481,0.464127,0.352763,0.358099,0.483449,0.561625,0.484736,0.473289,Tomato,Non-Organic
Tomato_NonOrg_188,0.702441,0.408869,0.377118,0.372178,0.484683,0.530784,0.477112,0.447837,Tomato,Non-Organic
Tomato_NonOrg_184,0.66273,0.426895,0.358196,0.309683,0.457561,0.541307,0.483938,0.475869,Tomato,Non-Organic
Banana_NonOrg_034,0.677224,0.770045,0.836152,0.835514,0.78567,0.717494,0.678748,0.67082,Banana,Non-Organic
Tomato_Org_078,0.776761,0.482083,0.361994,0.429585,0.454607,0.559921,0.50851,0.48167,Tomato,Organic
Banana_NonOrg_167,0.704896,0.78063,0.835671,0.846438,0.761288,0.706336,0.705849,0.600678,Banana,Non-Organic
Apple_NonOrg_052,0.422691,0.50298,0.593008,0.650169,0.537038,0.493851,0.428963,0.365856,Apple,Non-Organic
Banana_NonOrg_011,0.70426,0.775231,0.820224,0.879304,0.806832,0.786015,0.721786,0.608794,Banana,Non-Organic
Tomato_NonOrg_107,0.723068,0.389604,0.360619,0.37536,0.437809,0.510422,0.474015,0.404383,Tomato,Non-Organic
Tomato_Org_080,0.652349,0.48538,0.401117,0.378129,0.470114,0.531049,0.480874,0.469404,Tomato,Organic
Apple_Org_053,0.452655,0.516834,0.590572,0.629924,0.577003,0.499687,0.43506,0.420567,Apple,Organic
Tomato_Org_130,0.707539,0.444746,0.375334,0.416319,0.488869,0.57875,0.531426,0.479443,Tomato,Organic
Tomato_NonOrg_101,0.655347,0.414547,0.341384,0.361816,0.423037,0.510084,0.52229,0.468602,Tomato,Non-Organic
Apple_Org_085,0.453636,0.515852,0.570363,0.656726,0.585039,0.482352,0.493009,0.390874,Apple,Organic
Banana_Org_004,0.733734,0.843474,0.868116,0.874463,0.814057,0.762808,0.677444,0.620561,Banana,Organic
Apple_Org_118,0.468903,0.554543,0.639139,0.654475,0.579847,0.480583,0.424668,0.485496,Apple,Organic
Apple_Org_179,0.470823,0.598954,0.588037,0.683599,0.602908,0.500642,0.460354,0.446177,Apple,Organic
Apple_NonOrg_164,0.424883,0.525292,0.586243,0.607557,0.535492,0.497652,0.437959,0.37556,Apple,Non-Organic
Tomato_NonOrg_032,0.705662,0.405002,0.351929,0.370313,0.458638,0.516994,0.472359,0.418507,Tomato,Non-Organic
Tomato_Org_085,0.728625,0.452943,0.387829,0.372015,0.478948,0.548445,0.513705,0.446175,Tomato,Organic
Apple_NonOrg_044,0.43322,0.50276,0.607982,0.613293,0.54141,0.505986,0.362234,0.379913,Apple,Non-Organic
Banana_Org_006,0.782614,0.787547,0.83581,0.896631,0.811983,0.794141,0.660146,0.65278,Banana,Organic
Apple_NonOrg_100,0.454911,0.515809,0.593761,0.632189,0.614026,0.459129,0.422463,0.35875,Apple,Non-Organic
Apple_Org_155,0.493667,0.581165,0.624955,0.669743,0.579832,0.527625,0.451178,0.391883,Apple,Organic
Tomato_NonOrg_162,0.670301,0.45415,0.356933,0.365927,0.408804,0.54756,0.472499,0.409122,Tomato,Non-Organic
Tomato_Org_195,0.73896,0.460343,0.360226,0.411026,0.485401,0.54599,0.473102,0.46592,Tomato,Organic
Tomato_Org_192,0.715164,0.422294,0.372831,0.371443,0.487061,0.552205,0.515125,0.462818,Tomato,Organic
Tomato_NonOrg_150,0.676493,0.42253,0.36507,0.367459,0.457414,0.500604,0.517188,0.440073,Tomato,Non-Organic
Tomato_NonOrg_118,0.671866,0.410585,0.353031,0.405977,0.47284,0.500798,0.473147,0.397658,Tomato,Non-Organic
Banana_NonOrg_149,0.692059,0.796528,0.840968,0.828613,0.817272,0.762385,0.641133,0.629389,Banana,Non-Organic
Banana_Org_029,0.780391,0.759939,0.84225,0.910899,0.815017,0.771639,0.672697,0.626888,Banana,Organic
Tomato_NonOrg_023,0.649394,0.436884,0.381839,0.38286,0.425375,0.531387,0.506086,0.447715,Tomato,Non-Organic
Banana_NonOrg_129,0.750301,0.80758,0.796213,0.876582,0.800016,0.752861,0.664278,0.629002,Banana,Non-Organic
Banana_NonOrg_140,0.711834,0.802394,0.819567,0.857748,0.810923,0.738831,0.697264,0.569337,Banana,Non-Organic
Tomato_Org_057,0.708592,0.450898,0.336985,0.397347,0.512826,0.538545,0.496159,0.509571,Tomato,Organic
Tomato_Org_178,0.668985,0.439574,0.378877,0.354069,0.471932,0.569875,0.515646,0.457205,Tomato,Organic
Banana_NonOrg_114,0.766547,0.797759,0.828072,0.852448,0.860233,0.73068,0.675671,0.652894,Banana,Non-Organic
Banana_Org_139,0.703287,0.820309,0.849634,0.874815,0.824604,0.753679,0.680803,0.617685,Banana,Organic
Apple_Org_094,0.475657,0.52468,0.555168,0.657516,0.572967,0.498453,0.441206,0.394351,Apple,Organic
Apple_Org_145,0.482527,0.566941,0.589784,0.602704,0.577501,0.491431,0.419498,0.353111,Apple,Organic
Apple_Org_030,0.449962,0.561658,0.583679,0.695595,0.552053,0.47322,0.452603,0.417101,Apple,Organic
Banana_Org_030,0.713796,0.848962,0.829947,0.89148,0.874266,0.767824,0.664321,0.639999,Banana,Organic
Apple_Org_039,0.505833,0.541771,0.590416,0.611643,0.525784,0.495262,0.4215,0.376768,Apple,Organic
Banana_Org_126,0.729551,0.823062,0.833613,0.845757,0.788824,0.779149,0.727079,0.656291,Banana,Organic
Tomato_Org_146,0.68922,0.427455,0.340711,0.412829,0.493223,0.54054,0.517068,0.497679,Tomato,Organic
Tomato_NonOrg_109,0.706019,0.427515,0.397935,0.360901,0.437097,0.499901,0.488378,0.465886,Tomato,Non-Organic
Banana_NonOrg_074,0.690512,0.749043,0.867484,0.878207,0.791951,0.737052,0.68603,0.607187,Banana,Non-Organic
Apple_NonOrg_150,0.445618,0.490714,0.617006,0.602371,0.533969,0.454763,0.382937,0.349773,Apple,Non-Organic
Tomato_NonOrg_015,0.67307,0.425072,0.383628,0.35791,0.449818,0.509354,0.498395,0.402973,Tomato,Non-Organic
Tomato_Org_086,0.718547,0.429643,0.377367,0.402443,0.523966,0.553463,0.510219,0.495166,Tomato,Organic
Tomato_NonOrg_043,0.638311,0.383239,0.36689,0.379601,0.45252,0.524508,0.521785,0.43071,Tomato,Non-Organic
Banana_NonOrg_159,0.732097,0.784753,0.818842,0.864685,0.784396,0.726068,0.687852,0.609996,Banana,Non-Organic
Apple_Org_000,0.459769,0.515865,0.61823,0.658155,0.558532,0.525186,0.459073,0.447679,Apple,Organic
Banana_NonOrg_104,0.684815,0.759767,0.841585,0.879601,0.809432,0.761493,0.674653,0.648114,Banana,Non-Organic
Banana_Org_082,0.751392,0.731503,0.822863,0.925837,0.787373,0.815414,0.679339,0.605901,Banana,Organic
Apple_NonOrg_126,0.469585,0.52097,0.597865,0.609792,0.564128,0.506275,0.437993,0.392156,Apple,Non-Organic
Tomato_NonOrg_009,0.661152,0.401496,0.369255,0.366683,0.425747,0.531697,0.493776,0.493383,Tomato,Non-Organic
Apple_Org_089,0.450872,0.540907,0.600331,0.663121,0.572862,0.514875,0.467319,0.411925,Apple,Organic
Tomato_NonOrg_112,0.753592,0.442326,0.365954,0.381786,0.435992,0.540414,0.486319,0.423065,Tomato,Non-Organic
Banana_Org_117,0.74642,0.801426,0.80105,0.842947,0.808506,0.747559,0.721804,0.634069,Banana,Organic
Banana_Org_195,0.779913,0.809792,0.82735,0.892478,0.870896,0.785037,0.647476,0.628182,Banana,Organic
Apple_NonOrg_176,0.453357,0.487865,0.580018,0.63032,0.599453,0.495152,0.44252,0.355989,Apple,Non-Organic
Tomato_NonOrg_059,0.690308,0.456887,0.326597,0.358928,0.434496,0.491395,0.486267,0.421802,Tomato,Non-Organic
Apple_Org_062,0.46802,0.511567,0.623393,0.610629,0.54197,0.509872,0.443258,0.398389,Apple,Organic
Apple_Org_165,0.482313,0.547051,0.6346,0.657293,0.530302,0.542071,0.440472,0.413101,Apple,Organic
Banana_Org_084,0.668526,0.807606,0.851226,0.924287,0.837935,0.805897,0.692767,0.635806,Banana,Organic
Apple_Org_164,0.463958,0.590728,0.645407,0.620089,0.54277,0.468839,0.456599,0.3994,Apple,Organic
Banana_Org_019,0.736656,0.80528,0.845436,0.910271,0.843641,0.782932,0.680592,0.643062,Banana,Organic
Tomato_Org_193,0.711368,0.441751,0.343057,0.355728,0.501134,0.521647,0.507482,0.463202,Tomato,Organic
Banana_NonOrg_043,0.715535,0.799151,0.829537,0.828303,0.745189,0.704919,0.688489,0.623879,Banana,Non-Organic
Tomato_NonOrg_133,0.697539,0.383333,0.371352,0.364376,0.447446,0.505688,0.50417,0.42039,Tomato,Non-Organic
Banana_Org_147,0.735901,0.83446,0.843621,0.863557,0.81826,0.784532,0.673751,0.627462,Banana,Organic
Tomato_Org_163,0.673967,0.4545,0.335647,0.370912,0.495069,0.499139,0.487292,0.511109,Tomato,Organic
Tomato_NonOrg_186,0.670902,0.41464,0.370277,0.396878,0.41778,0.539313,0.455984,0.40409,Tomato,Non-Organic
Banana_Org_069,0.767705,0.785626,0.836191,0.864947,0.839108,0.763571,0.710048,0.647429,Banana,Organic
Tomato_NonOrg_126,0.702569,0.3899,0.341058,0.371436,0.453761,0.502702,0.418401,0.410359,Tomato,Non-Organic
Apple_Org_187,0.447339,0.527285,0.591838,0.64764,0.592935,0.486344,0.411166,0.348758,Apple,Organic
Banana_Org_113,0.765332,0.776423,0.865129,0.894025,0.813828,0.778303,0.672439,0.599861,Banana,Organic
Tomato_NonOrg_140,0.706126,0.421294,0.343626,0.412736,0.478472,0.505728,0.43842,0.450519,Tomato,Non-Organic
Tomato_NonOrg_046,0.657859,0.381558,0.358527,0.368936,0.464922,0.524498,0.503598,0.436721,Tomato,Non-Organic
Apple_Org_114,0.431654,0.58751,0.59321,0.625024,0.59495,0.480476,0.464252,0.39974,Apple,Organic
Apple_Org_014,0.48252,0.547258,0.607795,0.677108,0.575848,0.466855,0.462605,0.431631,Apple,Organic
Apple_Org_078,0.499299,0.567178,0.618143,0.614911,0.594771,0.540342,0.467224,0.408625,Apple,Organic
Apple_Org_120,0.500579,0.590064,0.580772,0.613831,0.58882,0.495657,0.482808,0.396919,Apple,Organic
Banana_Org_093,0.713294,0.839562,0.8458,0.887873,0.805498,0.797683,0.716219,0.626494,Banana,Organic
Banana_Org_134,0.73396,0.80782,0.873445,0.925061,0.835179,0.74156,0.710476,0.687884,Banana,Organic
Apple_NonOrg_149,0.497235,0.525049,0.543892,0.646587,0.531861,0.460567,0.405106,0.36928,Apple,Non-Organic
Apple_Org_108,0.487878,0.564699,0.604524,0.659195,0.592589,0.50095,0.419571,0.439309,Apple,Organic
Banana_NonOrg_094,0.757482,0.79733,0.865441,0.845463,0.82661,0.758623,0.644972,0.599961,Banana,Non-Organic
Banana_NonOrg_179,0.738058,0.803533,0.858549,0.823487,0.816969,0.730168,0.689617,0.618449,Banana,Non-Organic
Tomato_Org_129,0.738081,0.444034,0.327712,0.407297,0.521234,0.585149,0.524327,0.435195,Tomato,Organic
Apple_Org_110,0.484408,0.532925,0.587238,0.647614,0.537422,0.507852,0.418673,0.441727,Apple,Organic
Banana_Org_060,0.749498,0.805181,0.809362,0.862954,0.8536,0.781788,0.672298,0.622144,Banana,Organic
Apple_NonOrg_111,0.479021,0.503921,0.582085,0.622564,0.540792,0.468324,0.418708,0.388997,Apple,Non-Organic
Tomato_NonOrg_065,0.696629,0.41551,0.347251,0.385867,0.398902,0.519202,0.465368,0.442818,Tomato,Non-Organic
Apple_NonOrg_037,0.463033,0.546807,0.576539,0.69175,0.539639,0.481534,0.406912,0.387949,Apple,Non-Organic
Apple_NonOrg_015,0.421487,0.546111,0.570606,0.586435,0.543108,0.480444,0.364689,0.38139,Apple,Non-Organic
Tomato_Org_125,0.699347,0.429434,0.365817,0.404128,0.488932,0.527393,0.519133,0.502797,Tomato,Organic
Apple_Org_012,0.510911,0.563957,0.564571,0.627097,0.602854,0.507773,0.440488,0.369401,Apple,Organic
Tomato_Org_191,0.721232,0.430405,0.386445,0.353253,0.471761,0.526304,0.490788,0.467386,Tomato,Organic
Banana_NonOrg_192,0.781513,0.756548,0.800105,0.867,0.792297,0.761276,0.686234,0.628941,Banana,Non-Organic
Tomato_NonOrg_146,0.718567,0.386933,0.340522,0.4245,0.445191,0.549194,0.48676,0.454942,Tomato,Non-Organic
Apple_NonOrg_082,0.441834,0.547966,0.611639,0.626999,0.561175,0.446812,0.432399,0.3983,Apple,Non-Organic
Tomato_NonOrg_006,0.698329,0.402834,0.346595,0.392534,0.472558,0.538453,0.478208,0.453659,Tomato,Non-Organic
Banana_NonOrg_084,0.73629,0.767717,0.880684,0.851928,0.793222,0.785538,0.71278,0.633107,Banana,Non-Organic
Apple_Org_100,0.495634,0.528718,0.603183,0.653336,0.536829,0.529179,0.455802,0.417318,Apple,Organic
Tomato_Org_066,0.688833,0.409425,0.369768,0.343031,0.454816,0.529008,0.466231,0.444753,Tomato,Organic
Apple_Org_076,0.476022,0.561058,0.605118,0.623125,0.584073,0.504093,0.473362,0.397223,Apple,Organic
Tomato_Org_079,0.717109,0.41216,0.363654,0.381375,0.466326,0.552048,0.493208,0.491479,Tomato,Organic
Banana_Org_064,0.724914,0.779346,0.858787,0.924232,0.809983,0.77979,0.704571,0.661642,Banana,Organic
Banana_NonOrg_158,0.701091,0.817324,0.835623,0.863014,0.789735,0.731619,0.72744,0.648253,Banana,Non-Organic
Tomato_NonOrg_142,0.719014,0.385424,0.356925,0.443773,0.482862,0.54039,0.501542,0.458374,Tomato,Non-Organic
Tomato_NonOrg_049,0.657968,0.408354,0.339878,0.372042,0.458266,0.502583,0.480261,0.444706,Tomato,Non-Organic
Tomato_Org_096,0.713417,0.454629,0.417821,0.379042,0.496928,0.589159,0.514072,0.44358,Tomato,Organic
Apple_NonOrg_078,0.439515,0.49166,0.587054,0.608856,0.540608,0.44278,0.464995,0.422905,Apple,Non-Organic
Apple_Org_082,0.459106,0.568126,0.630995,0.650286,0.568856,0.524456,0.458658,0.387424,Apple,Organic
Apple_NonOrg_133,0.457675,0.528505,0.612093,0.575203,0.548264,0.456264,0.389195,0.380529,Apple,Non-Organic
Apple_NonOrg_156,0.450027,0.529766,0.571749,0.593583,0.515216,0.458962,0.430533,0.374924,Apple,Non-Organic
Banana_NonOrg_009,0.728659,0.77972,0.818572,0.842076,0.776524,0.744071,0.678315,0.646516,Banana,Non-Organic
Banana_Org_136,0.72981,0.799755,0.849686,0.90985,0.826319,0.816265,0.72052,0.637896,Banana,Organic
Apple_Org_196,0.488611,0.56954,0.576188,0.620569,0.599615,0.497369,0.436024,0.437985,Apple,Organic
Tomato_Org_056,0.702635,0.408235,0.365635,0.407619,0.451636,0.511363,0.450487,0.418748,Tomato,Organic
Banana_NonOrg_001,0.731609,0.788362,0.849003,0.883843,0.834834,0.751425,0.714056,0.612891,Banana,Non-Organic
Banana_NonOrg_121,0.748529,0.809315,0.783091,0.829194,0.793746,0.749209,0.648497,0.629817,Banana,Non-Organic
Tomato_NonOrg_183,0.709696,0.431827,0.366009,0.393187,0.406859,0.517761,0.46506,0.417769,Tomato,Non-Organic
Banana_NonOrg_063,0.687252,0.774887,0.837275,0.857655,0.812018,0.764113,0.6495,0.61591,Banana,Non-Organic
Banana_NonOrg_003,0.691052,0.778768,0.850987,0.811733,0.806124,0.709484,0.670606,0.650586,Banana,Non-Organic
Apple_NonOrg_187,0.469352,0.507629,0.546608,0.56696,0.542123,0.491297,0.452316,0.363651,Apple,Non-Organic
Banana_Org_148,0.731749,0.758523,0.862001,0.884002,0.843442,0.727953,0.682037,0.64027,Banana,Organic
Apple_NonOrg_129,0.447404,0.491111,0.633442,0.636429,0.542723,0.449325,0.446414,0.417593,Apple,Non-Organic
Tomato_Org_049,0.701239,0.433032,0.317644,0.407912,0.506791,0.557513,0.536745,0.475494,Tomato,Organic
Tomato_Org_060,0.694609,0.436431,0.34731,0.446679,0.460955,0.567557,0.505028,0.486647,Tomato,Organic
Apple_NonOrg_167,0.464168,0.513765,0.625494,0.625857,0.560083,0.48987,0.450636,0.397705,Apple,Non-Organic
Apple_NonOrg_173,0.43845,0.505331,0.584887,0.656204,0.564043,0.455591,0.42056,0.363724,Apple,Non-Organic
Banana_NonOrg_147,0.740889,0.753421,0.871924,0.885266,0.804954,0.745882,0.666994,0.654583,Banana,Non-Organic
Banana_NonOrg_019,0.672981,0.751148,0.819436,0.886001,0.822099,0.759733,0.643914,0.659845,Banana,Non-Organic
Banana_NonOrg_102,0.72034,0.775565,0.852622,0.83264,0.748324,0.746715,0.687835,0.637129,Banana,Non-Organic
